/dic,,,,,
/@from,/@to,/l/#id,/l/w/c,/l/w/d,/l/w/t
en,es,16,performance,"realización {f}, ejecución {f}, rendimiento {m}",{n} (that which is performed or accomplished)
en,es,16,performance bond,fianza de cumplimiento {f},{n} (a contractor's bond)
en,es,16,performer,artista {m} {f},{n} (performer)
en,es,16,perfume,aroma {m},{n} /p??fju?m/ (pleasant smell)
en,es,16,perfume,perfume {m},{n} (substance providing a pleasant smell)
en,es,16,perfume,perfumar,{v} (to apply perfume to)
en,es,16,perfumer,perfumista {m},{n} (person who creates new perfumes)
en,es,16,perfumer,perfumista {m},{n} (person who makes or sells perfume)
en,es,16,pergola,pérgola {f},{n} /?p????l?/ (framework)
en,es,16,perhaps,"quizá, quizás, tal vez",{adv} /p??hæps/ (indicating a lack of certainty)
en,es,16,perianth,periantio {m},{n} (sterile parts of a flower)
en,es,16,periapse,,{n} (periapsis)
en,es,16,pericardium,pericardio {m},{n} (serous membrane that surrounds the heart)
en,es,16,pericarp,pericarpio {m},{n} /?p????k??p/ (outermost layer of a ripe fruit or ovary)
en,es,16,Pericles,Pericles {m},{prop} /?p???kli?z/ (Greek politician)
en,es,16,peridot,peridoto {m},{n} /?p???d?t/ (form of olivine)
en,es,16,periglacial,periglaciar,{adj} /p?????le???l/ (pertaining to the area around the edge of a glacier)
en,es,16,perigone,,{n} (perianth)
en,es,16,perihelion,perihelio {m},{n} (point where the planet or comet is nearest to the sun)
en,es,16,peril,"peligro {m}, riesgo {m}",{n} /?p???l/ (a situation of serious danger)
en,es,16,peril,"riesgo {m}, peligro {m}","{n} (something that causes, contains, or presents danger)"
en,es,16,perilous,peligroso {m},"{adj} /?per.?.l?s/ (Dangerous, full of peril)"
en,es,16,perimeter,perímetro {m},{n} (sum of the distance of all the lengths of the sides of an object)
en,es,16,perineal,perineal,{adj} (perineal)
en,es,16,perineum,"periné {m}, perineo {m}",{n} /p???ni??m/ (anatomical term)
en,es,16,period,y punto {m},{interj} /?p?????d/ (and nothing else)
en,es,16,period,achaque {m},{n}
en,es,16,period,período {m},{n} (epoch)
en,es,16,period,,{n} (menstruation)
en,es,16,period,punto {m},{n} (punctation mark “.”)
en,es,16,period,período {m},{n} (something that repeats regularly)
en,es,16,periodic,periódico,{adj} /p?.?i??d?k/
en,es,16,periodically,periódicamente,"{adv} (in a regular, periodic manner)"
en,es,16,periodically,,{adv} (intermittently)
en,es,16,periodic table,"clasificación periódica {f}, tabla periódica {f}",{n} (chart)
en,es,16,periodontal,periodontal,{adj} (of or relating to periodontics)
en,es,16,periodontal,periodontal,{adj} (surrounding a tooth)
en,es,16,Perioikoi,perieco,{n} (ancient inhabitants of Laconia)
en,es,16,peripheral,periférico {m},{adj} (auxiliary)
en,es,16,peripheral,periférico {m},{adj} (beside the point)
en,es,16,peripheral,periférico {m},{adj} /p????f(?)r(?)l/ (on the periphery or boundary)
en,es,16,peripheral,periférico {m},{n} (computing device)
en,es,16,peripheral brain,cerebro periférico {m},{n}
en,es,16,peripheral nervous system,sistema nervioso periférico,{n} (part of the nervous system which is not the central nervous system)
en,es,16,periphery,periferia {f},"{n} (outside boundary, parts or surface)"
en,es,16,periphrastic,perifrástico {m} {f},{adj} (grammar: characterized by periphrase or circumlocution)
en,es,16,periphrastic,perifrástico {m} {f},{adj} /?p?.???f?æ.st?k/ (expressed in more words than are necessary)
en,es,16,periphyton,perifitón,{n}
en,es,16,periscope,periscopio {m},{n} (viewing device)
en,es,16,perish,perecer,{v} (die)
en,es,16,perish,perecer,{v} (pass away)
en,es,16,perishable,"perecedero, caduco, efímero",{adj} (liable to perish)
en,es,16,peristalsis,peristalsis {f},{n} /?p????stæls?s/ (rhythmic contraction of the digestive tract)
en,es,16,peritoneum,peritoneo,{n} (serous membrane in mammals)
en,es,16,perivascular,perivascular,{adj} (around or surrounding a blood vessel)
en,es,16,periwinkle,bigarro {m},{n} /?p??i?w??k?l/ (mollusk)
en,es,16,perjure,perjurar,{v} (knowingly make a false statement of witness)
en,es,16,perjury,perjurio {m},{n} /?p?d???i/ (deliberate giving of false or misleading testimony under oath)
en,es,16,perky,vivaz,{adj} (lively or enthusiastic)
en,es,16,Perm,Perm {m},{prop} (city in Russia)
en,es,16,permaban,"bloquear permanentemente, [verb] bloquear permanentemente {n}",{v}
en,es,16,permafrost,"permafrost {m}, permacongelamiento {m}, permagel {m}, pergelisuelo {m}, pergelisol {m}, suelo permanentemente congelado {m}, suelo permanentemente helado {m}",{n} /?p?m??fr?st/ (permanently frozen ground)
en,es,16,permanence,permanencia {f},{n} /?p??m?n?ns/ (the state of being permanent)
en,es,16,permanent,permanente,{adj}
en,es,16,permanent,permanente,{adj} (without end)
en,es,16,permanently,"permanentemente, constantemente, continuamente",{adv} (in a permanent manner)
en,es,16,permanent wave,,{n} (series of waves in the hair)
en,es,16,permeable,permeable,{adj} (that absorbs or allows the passage of fluids)
en,es,16,permeate,"percolar, permear",{v} /?p?mi?e??t/ (to pass through the pores or interstices of; to penetrate and pass through without causing rupture or displacement)
en,es,16,permeate,permear,{v} (to enter and spread through; to pervade)
en,es,16,permission,permiso {m},{n} /p??m???n/ (authorisation)
en,es,16,permissive,laxo,{adj} (lenient)
en,es,16,permit,permiso {m},{n} (an artifact or document rendering something allowed or legal)
en,es,16,permit,permitir,{v} /?p??m?t/ (allow (something) to happen)
en,es,16,permutation,permutación {f},{n} (one-to-one mapping)
en,es,16,permutation,permutación {f},{n} (ordering of a set of distinct elements)
en,es,16,pern,,{n} (honey buzzard)
en,es,16,pernicious,pernicioso,{adj} (causing death or injury)
en,es,16,pernicious,pernicioso,{adj} (causing much harm)
en,es,16,pernoctation,pernoctación,{n} (an overnight stay)
en,es,16,Peronist,peronista,"{adj} (Adhering to or describing modern day Peronism, including any of the political parties that self-identify as such)"
en,es,16,Peronist,peronista,{adj} (Of or describing Juan and Eva Perón and/or their regime)
en,es,16,Peronist,peronista,{n}
en,es,16,Peronist,peronista,{n}
en,es,16,peroxide,peróxido,{n} (chemical compound with two oxygen atoms)
en,es,16,peroxide,,{n} (hydrogen peroxide)
en,es,16,perpendicular,perpendicular,{adj} /p?.p?n?d?k.ju.l?/ (at or forming a right angle to)
en,es,16,perpendicularly,perpendicularmente,{adv} (in a perpendicular manner)
en,es,16,perpetrate,perpetrar,"{v} /?p??(?).p?.?t?a?t/ (to be guilty of, or responsible for; to commit)"
en,es,16,perpetrator,perpetrador {m} {f},{n} /?p??(?).p?.?t?a?t.?(?)/ (one who perpetrates)
en,es,16,perpetual,perpetuo,{adj} (lasting forever)
en,es,16,perpetually,perpetuamente,{adv} (seeming to never end)
en,es,16,perpetuate,perpetuar,{v} (To make perpetual)
en,es,16,perpetuate,perpetuar,{v} (To prolong the existence of)
en,es,16,perplexed,perplejo,{adj} (confused or puzzled)
en,es,16,per procurationem,por poder,{adv} (by the agency of)
en,es,16,per se,per se,{adv} /p???se?/ (by itself)
en,es,16,persecute,perseguir,"{v} (To pursue in a manner to injure, grieve, or afflict)"
en,es,16,persecution,persecución {f},{n} (The act of persecuting)
en,es,16,Persephone,Perséfone {f},{prop} /p??s?f?ni?/ (Greek goddess)
en,es,16,Perseus,Perseus,{prop} (constellation)
en,es,16,Perseus,Perseo {m},{prop} (mythical Greek warrior)
en,es,16,perseverance,perseverancia {f},{n} (persistent determination to adhere to a course of action; insistence)
en,es,16,persevere,perseverar,{v} (To persist steadfastly)
en,es,16,persevering,perseverante {m} {f},{adj} (tending to persevere)
en,es,16,Persia,,{prop} (Iran)
en,es,16,Persia,Persia {f},{prop} /?p??(?).??/ (Old name of Iran)
en,es,16,Persian,persa,{adj}
en,es,16,Persian,persa {m} {f},{n}
en,es,16,Persian,persa {m},{prop} /?p????n/ (Persian language)
en,es,16,Persian Gulf,golfo Pérsico {m},{prop} (gulf between Iran and Arabian peninsula)
en,es,16,persimmon,caqui {m},{n} /p???s?m?n/ (fruit)
en,es,16,persimmon,caqui {m},{n} (tree)
en,es,16,persist,persistir,{v} (continue to exist)
en,es,16,persistence,persistenciaperseverancia,{n} (property of being persistent)
en,es,16,persistent,persistente {m} {f},{adj} (refusing to give up)
en,es,16,person,persona {f},{n} (any individual or formal organization with standing before the courts)
en,es,16,person,persona {f},{n} (linguistic category)
en,es,16,person,"persona {f}, individuo {m}",{n}
en,es,16,person,persona {f},{n} /?p??(?)s?n/ (human being)
en,es,16,persona,personaje,{n} (Character played by an actor)
en,es,16,personage,personaje {m},{n} (A famous or important person)
en,es,16,personal,personal,{adj} /?p??.s?n.?l/ (of or pertaining to a particular person)
en,es,16,personality,personalidad {f},{n} /?p?rs??næl?ti/ (set of qualities that make a person distinct from other people)
en,es,16,personality disorder,trastorno de personalidad {m},{n} (class of mental disorders)
en,es,16,personalize,personalizar,{v} (adapt to an individual)
en,es,16,personal pronoun,pronombre personal {m},{n} (part of speech)
en,es,16,personal property,bien mueble {m},{n} (any property that is movable)
en,es,16,personal trainer,entrenador personal {m},{n} (form of physical exercise)
en,es,16,personify,personificar,{v} (to be an example of)
en,es,16,personify,personificar,{v} (to create a representation in the form of a literary character)
en,es,16,personnel,personal {m},"{n} /p?.s??n?l/ (employees, office staff)"
en,es,16,perspective,perspectiva {f},{n}
en,es,16,perspicacious,"perspicaz {s}, perspicaces {p}",{adj} /?p???.sp??ke?.??s/ (showing keen insight)
en,es,16,perspicaciously,perspicazmente,{adv} (with sharp of sight)
en,es,16,perspicacity,perspicacia {f},{n} /?p??r.sp??kæs.?.ti?/ (Acute discernment or understanding; insight)
en,es,16,perspicuous,"perspicuo {m}, perspicua {f}",{adj} /p??sp?kju??s/ (clearly expressed)
en,es,16,perspiration,sudor {m},{n} (process of perspiring)
en,es,16,perspiration,,{n} (sweat)
en,es,16,perspire,transpirar,{v} (to sweat)
en,es,16,per stirpes,por estirpe,{phrase}
en,es,16,persuade,persuadir,{v} /p??swe?d/ (convince)
en,es,16,persuasion,persuasión {f},{n} /p??swe???n/ (The act of persuading)
en,es,16,persuasive,"persuasivo, convincente",{adj} (convincing)
en,es,16,persuasively,persuasivamente,{adv} (in a manner intended to convince or persuade)
en,es,16,pertain,pertenecer,{v} (to belong)
en,es,16,Perth,Perth {m},{prop} /?p??/ (in Western Australia)
en,es,16,pertinacious,firme convicción,{adj} /p?-tn??e???s/ (holding tenaciously to an opinion or purpose)
en,es,16,pertinacious,pertinaz,{adj} (stubbornly resolute or tenacious)
en,es,16,pertinent,"atinado, pertinente",{adj} /?p??t?n?nt/ (pertaining)
en,es,16,pertussis,,{n} /p??t?s?s/ (whooping cough)
en,es,16,Peru,Perú {m},{prop} /p???u?/ (country in South America)
en,es,16,Perugia,"Perugia, Perusa",{prop} (city)
en,es,16,peruke,peluca,{n} /p??ru?k/ (wig)
en,es,16,Peruvian,"peruano {m}, peruana {f}",{adj} (pertaining to Peru)
en,es,16,Peruvian,"peruano {m}, peruana {f}",{n} (person from Peru)
en,es,16,Peruvian slaty antshrike,batará variable,{n} (bird)
en,es,16,pervade,permear,{v} /p??ve?d/ (to be in every part of)
en,es,16,pervasive,"penetrante, determinante, dominante",{adj} /p??ve?.s?v/ (manifested throughout)
en,es,16,pervasiveness,omnipresencia {f},{n} (the state or quality of being present in all parts of a particular thing or place)
en,es,16,pervert,pervertir,{v} /?p??v??t/
en,es,16,Pesach,,{prop} (Passover)
en,es,16,pescetarian,"pescetariano {m}, pescetariana {f}",{n} (a person who consumes no animal flesh with the exception of fish)
en,es,16,peseta,peseta {f},{n} (currency)
en,es,16,peso,peso {m},{n} (currency)
en,es,16,pessimism,pesimismo {m},{n} (general belief that bad things will happen)
en,es,16,pessimist,pesimista {m} {f},"{n} (someone who given a choice of outcomes, believes the worst is more likely)"
en,es,16,pessimistic,pesimista,{adj} (always expecting the worst)
en,es,16,pessimistic,pesimista,{adj} /?p?s??m?st?k/ (marked by pessimism and little hopefulness)
en,es,16,pest,"peste {f}, pestilencia {f}, epidemia {f}",{n} (plague)
en,es,16,pestle,"pilón {m}, pistilo {m}",{n} /?p?s?l/ (instrument used with a mortar to grind things)
en,es,16,pet,mascota {f},{n} /p?t/ (an animal kept as a companion)
en,es,16,peta-,peta-,{prefix} (SI prefix)
en,es,16,petal,pétalo {m},{n} /?p?tl?/ (one of the component parts of the corolla of a flower)
en,es,16,petaliter,,{n} (petalitre)
en,es,16,Peter,Pedro,{prop} /pi?t?/ (male given name)
en,es,16,Peter,Pedro,{prop} (the Apostle)
en,es,16,Peter Pan syndrome,síndrome de Peter Pan {m},{n} /pi?t? pan ?s?nd???m/ (Supposed psychological phenomenon)
en,es,16,Peterson,Pérez,"{prop} (surname meaning ""son of Peter"")"
en,es,16,pet hate,,{n} (personal dislike)
en,es,16,petiole,pecíolo,{n} /?p?di?o?l/ (stalk of a leaf)
en,es,16,petit jury,jurado de juicio {m},{n}
en,es,16,petrel,"petrel {m}, damero {m}",{n} /?p?tr?l/ (Procellariiformes)
en,es,16,petrification,"petrificación {f}, silicatización",{n} (process of replacing the organic residues with insoluble salts)
en,es,16,petrochemistry,petroquímica {f},{n} (the branch of chemistry that deals with petroleum)
en,es,16,petrol,,{n} /?p?t.??l/ (gasoline)
en,es,16,petroleum,,{n} (oil)
en,es,16,petrol station,,{n} (gas station)
en,es,16,Petropavlovsk-Kamchatsky,Petropávlovsk-Kamchatski,{prop} (city in Russia)
en,es,16,pet shop,tienda de animales {m},{n} (shop)
en,es,16,petticoat,"enaguas {f}, combinación {f} [Colombian Atlantic Coast], fondo {m} [Mexico, Venezuela], fustán {m} [Costa Rica, El Salvador, Guatemala, Nicaragua], peticote {m} [Panama], sayuela {f} [Cuba]",{n} /?p?t?k??t/ (woman's undergarment worn under a skirt)
en,es,16,petty,"pequeño, insignificante","{adj} (Little, trifling, or inconsiderable, as a petty fault)"
en,es,16,pew,banco de iglesia {m},{n} /pju?/ (long bench in a church)
en,es,16,pewter,peltre {m},"{n} (alloy of tin, copper and antimony)"
en,es,16,peyote,peyote {m},{n} /pe??jo?ti/ (cactus)
en,es,16,phagocytise,,{v} (phagocytize)
en,es,16,phagocytosis,fagocitosis,{n} (the process by which a cell internalises foreign bodies)
en,es,16,Phaistos,Festo {m},{prop} (ancient Minoan city in southern Crete)
en,es,16,phalange,,{n} (bone)
en,es,16,phalarope,falaropo {m},{n} /?fæl????p/ (wading bird in the family Scolopacidae)
en,es,16,phallic,fálico,{adj} (Having to do with the penis)
en,es,16,phallicism,falismo {m},{n} (phallus-worship)
en,es,16,phallus,falo {m},{n} /?fæl?s/ (the penis or its representation)
en,es,16,phallus,,{n} (penis)
en,es,16,phantasmagoria,fantasmagoria {f},{n} /?fæntæzm?????ri?/ (a dreamlike state)
en,es,16,phantom,fantasma {m},{n} /?fæn(t)?m/ (something having no physical reality)
en,es,16,Phantom,"El Hombre Enmascarado {m} [Spain], El Fantasma {m} [Americas]",{prop} (comic and its main character)
en,es,16,pharaoh,faraón {m},{n} /?fæ???/ (supreme ruler of ancient Egypt)
en,es,16,pharisaical,,{adj} /fa???se?k(?)l/ (both senses)
en,es,16,Pharisee,fariseo {m},"{n} (member of a political party, social movement, or school of thought)"
en,es,16,pharmaceutically,farmacéuticamente,{adv} (in a pharmaceutical manner)
en,es,16,pharmaceutics,,{n} (pharmacy)
en,es,16,pharmacist,"farmacéutico {m}, farmacéutica {f}, apoticario {m}, boticario {m}",{n} /?f?rm?s?st/ (professional who dispenses prescription drugs)
en,es,16,pharmacologic,,{adj} /?f?rm?k??l?d??k/ (pharmacological)
en,es,16,pharmacological,farmacológico,{adj} /?f?rm?k??l?d??k?l/ (of or having to do with pharmacology)
en,es,16,pharmacologist,"farmacólogo {m}, farmacóloga {f}",{n} /?f?rm??k?l?d??st/ (student of or one who is versed in pharmacology)
en,es,16,pharmacology,farmacología {f},{n} /?f?rm??k?l?d?i/ (science that studies the effects of chemical compounds on living animals)
en,es,16,pharmacopoeia,farmacopea {f},{n} /?f??.m?.k??pi.?/ (official book of medicines)
en,es,16,pharmacy,"farmacia {f}, botica {f}",{n} (a place where prescription drugs are dispensed)
en,es,16,pharyngeal,faríngeo,{adj} (of or pertaining to the pharynx)
en,es,16,pharyngeal,faríngeo,{adj} (of pharyngeal sounds)
en,es,16,pharynx,faringe {m},{n} /?fær??ks/ (part of alimentary canal)
en,es,16,phase,fase {f},{n} /fe?z/ (distinguishable part of a sequence)
en,es,16,phase,,{n} (haplotype)
en,es,16,phase modulation,modulación de la fase,{n} (form of modulation)
en,es,16,phasor,fasor {m},{n} (representation of a complex number)
en,es,16,Phaëthon,"Faetón {m}, Faetonte {m}",{prop} /?fe????n/ (son of Helios)
en,es,16,phatic,fático,{adj} /?fæt?k/ (more polite than meaningful)
en,es,16,pheasant,faisán {m},"{n} /?f?z?nt/ (bird of family Phasianidae, often hunted for food)"
en,es,16,phenol,fenol {m},{n} (any of a class of aromatic organic compounds having at least one hydroxyl group attached directly to the benzene ring)
en,es,16,phenol,fenol {m},{n} (caustic compound derived from benzene)
en,es,16,phenomenological,fenomenológico {m},{adj} (of or relating to phenomenology)
en,es,16,phenomenology,fenomenología {f},{n} /f??n?m??n?l??i/ (philosophy based on intuitive experience of phenomena)
en,es,16,phenomenon,fenómeno {m},"{n} /f??n?m?n?n, -n?n/ (observable fact or occurrence)"
en,es,16,phenomenon,fenómeno {m},{n} (philosophy: experienced object structured by the mind)
en,es,16,phenomenon,fenómeno {m},"{n} (unusual, curious, or astonishing fact or event)"
en,es,16,phenylalanine,fenilalanina {f},{n} (amino acid; C?H??NO?)
en,es,16,pheromone,feromona {f},{n} (chemical)
en,es,16,phew,"¡fíu!, ¡menos mal!","{interj} /?u??/ (Used to show relief, fatigue, surprise, or disgust)"
en,es,16,phi,fi {f},{n} /fa?/ (Greek letter)
en,es,16,phial,,{n} (glass vessel)
en,es,16,Philadelphia,Filadelfia {f},{prop} (large city)
en,es,16,philanthropic,filantrópico,{adj} (of or pertaining to philanthropy; characterized by philanthropy)
en,es,16,philanthropist,filántropo {m},{n} (person who loves mankind)
en,es,16,philanthropist,filántropo {m},{n} (very generous person)
en,es,16,philanthropy,filantropía {f},{n} (benevolent altruism with the intention of increasing the well-being of mankind)
